,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
8002,2014,11,30,10,30,631,67,1016,2.0866177082061768,19.095483398437523,56.28778888768662
8003,2014,11,30,11,30,754,71,1055,1.914370059967041,22.245019531250023,49.663745938105365
8004,2014,11,30,12,30,806,72,1071,1.864489316940308,23.761865234375023,46.78191346589415
8005,2014,11,30,13,30,782,70,1069,1.9167222976684568,24.292016601562523,48.318903256657904
8006,2014,11,30,14,30,684,66,1049,1.8890193700790403,23.973504638671894,53.89668860018384
8007,2014,11,30,15,30,523,57,1005,1.6811622381210327,22.770227050781273,62.437521495263894
8008,2014,11,30,16,30,314,42,924,1.5487706661224363,20.193017578125023,72.90107875845297
8009,2014,11,30,17,30,100,21,835,1.89389443397522,16.738610839843773,84.56801010975799
8010,2014,11,30,18,30,0,0,0,2.452189922332764,14.3409362792969,96.99774340105837
8011,2014,11,30,19,30,0,0,0,2.671386241912842,13.01506958007815,109.9168997381527
8012,2014,11,30,20,30,0,0,0,2.5511770248413086,11.776818847656275,123.15715038828031
8013,2014,11,30,21,30,0,0,0,2.2900872230529785,10.6890808105469,136.60426828134166
8014,2014,11,30,22,30,0,0,0,2.010570526123047,9.772424316406275,150.1681957664129
8015,2014,11,30,23,30,0,0,0,1.7975804805755615,9.01152954101565,163.72761282712628
8016,2014,12,1,0,30,0,0,0,1.680264234542847,8.397149658203148,176.10435105990535
8017,2014,12,1,1,30,0,0,0,1.6394827365875244,7.904504394531273,168.00711056731862
8018,2014,12,1,2,30,0,0,0,1.617188811302185,7.503625488281273,154.51924065142543
8019,2014,12,1,3,30,0,0,0,1.57623291015625,7.142907714843773,140.94170433962617
8020,2014,12,1,4,30,0,0,0,1.497779130935669,6.792718505859398,127.45257515880041
8021,2014,12,1,5,30,0,0,0,1.3911609649658203,6.457238769531273,114.14230094281626
8022,2014,12,1,6,30,0,0,0,1.3265503644943235,6.258935546875023,101.11453926263854
8023,2014,12,1,7,30,14,10,147,1.3203766345977783,8.023309326171898,88.51514449170223
8024,2014,12,1,8,30,223,48,752,1.2063168287277222,11.938684082031275,76.58433401795135
8025,2014,12,1,9,30,443,60,930,1.0085935592651367,16.759027099609398,65.6937292760311
8026,2014,12,1,10,30,622,67,1004,1.203973650932312,21.172662353515648,56.46485253469388
8027,2014,12,1,11,30,740,70,1038,1.5979843139648438,23.868341064453148,49.840101437272736
8028,2014,12,1,12,30,788,71,1049,1.8185794353485107,25.316033935546894,46.94185794550611
