,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2014,1,1,0,30,0,0,0,2.517628669738769,11.21123657226565,172.87259577334
1,2014,1,1,1,30,0,0,0,2.4961514472961426,10.7326599121094,172.6683838735273
2,2014,1,1,2,30,0,0,0,2.3757100105285645,10.283654785156275,158.9658860190243
3,2014,1,1,3,30,0,0,0,2.176462173461914,9.85369262695315,145.17275869533168
4,2014,1,1,4,30,0,0,0,2.0394322872161865,9.49944458007815,131.45363891342268
5,2014,1,1,5,30,0,0,0,1.9384589195251465,9.2001892089844,117.87802154141771
6,2014,1,1,6,30,0,0,0,1.8149311542510984,9.07622680664065,104.52762324036728
7,2014,1,1,7,30,0,0,0,1.6400194168090818,10.709741210937525,91.52084649845587
8,2014,1,1,8,30,105,72,174,1.3997668027877808,13.692712402343775,79.04344747709307
9,2014,1,1,9,30,210,169,104,1.2838003635406494,16.239526367187526,67.40663487007748
10,2014,1,1,10,30,244,225,35,1.3565185070037842,18.186242675781273,57.13697918413603
11,2014,1,1,11,30,289,269,30,1.4522103071212769,19.715997314453148,49.11053218935786
12,2014,1,1,12,30,642,293,489,1.5486671924591064,20.730645751953148,44.563827768939284
13,2014,1,1,13,30,623,311,437,1.6666970252990725,20.837091064453148,44.578321395012715
14,2014,1,1,14,30,380,319,93,1.763662338256836,20.336267089843773,49.150097439519826
15,2014,1,1,15,30,300,252,88,1.7633135318756104,19.489068603515648,57.19399750007482
16,2014,1,1,16,30,211,168,110,1.6094222068786619,18.343530273437523,67.47492205570833
17,2014,1,1,17,30,80,75,26,1.3494930267333984,16.981042480468773,79.11925281533046
18,2014,1,1,18,30,0,0,0,1.0830121040344238,15.9053894042969,91.60215000892364
19,2014,1,1,19,30,0,0,0,0.7998151779174805,15.211877441406275,104.61341496728741
20,2014,1,1,20,30,0,0,0,0.5302519798278809,14.5954528808594,117.96791861790291
21,2014,1,1,21,30,0,0,0,0.4335076212882996,14.09392700195315,131.5477134937195
22,2014,1,1,22,30,0,0,0,0.5773950219154358,13.672814941406275,145.27159922207383
23,2014,1,1,23,30,0,0,0,0.8286463022232056,13.29204711914065,159.0712774878159
24,2014,1,2,0,30,0,0,0,1.0541523694992063,12.965600585937526,172.78951226576515
25,2014,1,2,1,30,0,0,0,1.2246487140655518,12.60357055664065,172.79386339454123
26,2014,1,2,2,30,0,0,0,1.3466815948486328,12.1502624511719,159.0750033813151
