,Unnamed: 0,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,0,2014,1,1,0,30,0,0,0,2.5124614238739014,15.560906982421901,167.57408285788216
1,1,2014,1,1,1,30,0,0,0,2.6337900161743164,15.255975341796901,154.64363336219918
2,2,2014,1,1,2,30,0,0,0,2.8161044120788574,14.910363769531276,141.41582374838399
3,3,2014,1,1,3,30,0,0,0,2.9888014793396,14.565148925781276,128.2410057393798
4,4,2014,1,1,4,30,0,0,0,3.1143217086791988,14.254083251953151,115.2503219567756
5,5,2014,1,1,5,30,0,0,0,3.175156116485596,14.059869384765651,102.56823685954538
6,6,2014,1,1,6,30,0,0,0,3.1680371761322017,14.192102050781276,90.35482754564386
7,7,2014,1,1,7,30,166,51,595,2.958102464675904,15.302728271484401,78.87206248478344
8,8,2014,1,1,8,30,365,72,798,2.9017958641052246,18.215631103515648,68.49079457280922
9,9,2014,1,1,9,30,531,84,888,3.230274200439453,21.663812255859398,59.810344541114816
10,10,2014,1,1,10,30,643,91,931,3.5955259799957275,24.067895507812523,53.67537218240721
11,11,2014,1,1,11,30,688,93,945,3.8859429359436035,25.500634765625023,51.02058784057529
12,12,2014,1,1,12,30,664,92,936,4.0892815589904785,26.092919921875023,52.380904156355285
13,13,2014,1,1,13,30,572,87,902,4.224744796752931,25.855615234375023,57.470641343112824
14,14,2014,1,1,14,30,422,77,831,4.2429847717285165,24.711663818359398,65.42035344982453
15,15,2014,1,1,15,30,231,59,679,4.188151836395264,22.307916259765648,75.32226759259305
16,16,2014,1,1,16,30,40,23,271,4.2944374084472665,19.769738769531273,86.49735930548124
17,17,2014,1,1,17,30,0,0,0,4.499095916748047,18.227380371093773,98.5044974274355
18,18,2014,1,1,18,30,0,0,0,4.573832511901856,17.034509277343773,111.05332483960623
19,19,2014,1,1,19,30,0,0,0,4.524449348449707,15.886254882812526,123.95856160936395
20,20,2014,1,1,20,30,0,0,0,4.438978672027588,14.911645507812526,137.08600280138583
21,21,2014,1,1,21,30,0,0,0,4.395648002624512,14.225946044921901,150.31345887573045
22,22,2014,1,1,22,30,0,0,0,4.394590377807616,13.796899414062526,163.41861550321246
23,23,2014,1,1,23,30,0,0,0,4.401116371154785,13.535058593750026,174.42363131808082
24,24,2014,1,2,0,30,0,0,0,4.398072242736816,13.392297363281276,167.63139376136334
25,25,2014,1,2,1,30,0,0,0,4.3921594619750985,13.325524902343776,154.7205066763851
26,26,2014,1,2,2,30,0,0,0,4.380751609802246,13.293786621093776,141.4938155578671
27,27,2014,1,2,3,30,0,0,0,4.322659015655519,13.291009521484401,128.3153873202438
28,28,2014,1,2,4,30,0,0,0,4.2087812423706055,13.340966796875026,115.3184123986164
29,29,2014,1,2,5,30,0,0,0,4.0624985694885245,13.471917724609401,102.62756885781477
30,30,2014,1,2,6,30,0,0,0,3.796587705612183,14.062005615234401,90.40239971025619
31,31,2014,1,2,7,30,166,51,597,3.23675799369812,15.740441894531276,78.90414645539877
32,32,2014,1,2,8,30,365,72,799,2.7262768745422363,18.940148925781273,68.5021067159478
33,33,2014,1,2,9,30,532,84,889,2.4140002727508545,22.628594970703148,59.79437673588341
34,34,2014,1,2,10,30,644,91,932,1.9830663204193115,25.515435791015648,53.625918160501186
35,35,2014,1,2,11,30,691,93,947,1.4667677879333496,27.600823974609398,50.935909752187634
36,36,2014,1,2,12,30,667,92,939,0.9758574962615968,28.660150146484398,52.26732596816634
37,37,2014,1,2,13,30,576,87,907,0.6435452699661255,28.42220458984377,57.339473509265716
38,38,2014,1,2,14,30,427,77,836,0.7496424317359924,26.90389404296877,65.28147618556993
39,39,2014,1,2,15,30,235,60,685,1.359006643295288,23.863244628906273,75.181670482046
40,40,2014,1,2,16,30,42,24,282,1.9656740427017207,21.070520019531273,86.35805836498194
41,41,2014,1,2,17,30,0,0,0,2.280383586883545,19.813043212890648,98.36763123769244
42,42,2014,1,2,18,30,0,0,0,2.558875560760498,19.10192260742189,110.9193247088414
43,43,2014,1,2,19,30,0,0,0,2.9254310131073,18.564630126953148,123.82726117431622
44,44,2014,1,2,20,30,0,0,0,3.297666072845459,18.086602783203148,136.95671381946414
45,45,2014,1,2,21,30,0,0,0,3.6110210418701167,17.606439208984398,150.1844810251961
46,46,2014,1,2,22,30,0,0,0,3.8287312984466553,17.048669433593773,163.28511071151962
47,47,2014,1,2,23,30,0,0,0,3.891073226928712,16.373773193359398,174.29488616182488
48,48,2014,1,3,0,30,0,0,0,3.8492584228515625,15.810357666015651,167.68290466746583
49,49,2014,1,3,1,30,0,0,0,3.7810168266296387,15.512750244140651,154.79346474897292
50,50,2014,1,3,2,30,0,0,0,3.6863534450531006,15.336846923828151,141.56818385755068
51,51,2014,1,3,3,30,0,0,0,3.5858874320983887,15.226617431640651,128.3860466291758
52,52,2014,1,3,4,30,0,0,0,3.4914937019348145,15.160211181640651,115.38250907710052
53,53,2014,1,3,5,30,0,0,0,3.4067840576171875,15.159020996093776,102.68252214920534
54,54,2014,1,3,6,30,0,0,0,3.1982462406158447,15.620385742187526,90.44515321106907
55,55,2014,1,3,7,30,159,50,569,2.6746315956115723,17.271813964843773,78.93079968922561
56,56,2014,1,3,8,30,354,71,771,2.000608205795288,20.631646728515648,68.50733861028587
57,57,2014,1,3,9,30,518,83,863,1.3524954319000244,25.268609619140648,59.77166591524885
58,58,2014,1,3,10,30,629,90,907,0.8753669261932373,28.866876220703148,53.56920198986224
59,59,2014,1,3,11,30,675,92,922,0.8613938093185425,30.244378662109398,50.843858291713794
60,60,2014,1,3,12,30,652,91,914,1.2922834157943726,30.196252441406273,52.14686231657557
61,61,2014,1,3,13,30,563,86,880,1.894968032836914,29.123559570312523,57.202376868918975
62,62,2014,1,3,14,30,416,76,809,2.5887248516082764,27.25719604492189,65.13777099721804
63,63,2014,1,3,15,30,229,59,659,3.3642590045928955,24.27453002929689,75.03726285546661
64,64,2014,1,3,16,30,42,24,269,3.89281177520752,20.94811401367189,86.21579425206683
65,65,2014,1,3,17,30,0,0,0,3.88273859024048,18.726007080078148,98.2285056649412
66,66,2014,1,3,18,30,0,0,0,3.531611442565918,17.579949951171898,110.78361159808694
67,67,2014,1,3,19,30,0,0,0,3.08508563041687,17.067956542968773,123.69465639265663
68,68,2014,1,3,20,30,0,0,0,2.5985698699951167,16.957391357421898,136.82637224462636
69,69,2014,1,3,21,30,0,0,0,2.1590394973754883,16.990594482421898,150.0544503088031
70,70,2014,1,3,22,30,0,0,0,1.7951862812042236,17.024713134765648,163.14988884321406
71,71,2014,1,3,23,30,0,0,0,1.456636667251587,17.051873779296898,174.15927017571659
72,72,2014,1,4,0,30,0,0,0,1.1564466953277588,17.032342529296898,167.72833513057518
73,73,2014,1,4,1,30,0,0,0,1.0210800170898438,16.952539062500026,154.86232794121398
74,74,2014,1,4,2,30,0,0,0,1.119978427886963,16.837731933593773,141.63878837368014
75,75,2014,1,4,3,30,0,0,0,1.3203556537628174,16.721093750000026,128.45286663915212
76,76,2014,1,4,4,30,0,0,0,1.480195164680481,16.623315429687526,115.44251309898752
77,77,2014,1,4,5,30,0,0,0,1.7052326202392578,16.521630859375026,102.73301459863052
78,78,2014,1,4,6,30,0,0,0,1.9308891296386719,16.550103759765648,90.48296406368436
79,79,2014,1,4,7,30,68,67,1,1.9917337894439693,17.618341064453148,78.95197007611286
80,80,2014,1,4,8,30,181,152,76,2.049988985061645,18.973657226562523,68.50645698799718
81,81,2014,1,4,9,30,439,152,567,2.2315995693206787,19.856256103515648,59.7421978411111
82,82,2014,1,4,10,30,518,210,518,2.4131393432617188,20.758874511718773,53.5052296618309
83,83,2014,1,4,11,30,573,199,590,2.459019899368286,21.349114990234398,50.74446118465334
84,84,2014,1,4,12,30,565,180,625,2.443481206893921,21.404382324218773,52.01956434317717
85,85,2014,1,4,13,30,433,217,396,2.5103659629821777,20.843164062500023,57.059425101624726
86,86,2014,1,4,14,30,234,184,119,2.6161041259765625,19.798425292968773,64.9893268355809
87,87,2014,1,4,15,30,92,92,0,2.59588885307312,18.252862548828148,74.88913817835497
88,88,2014,1,4,16,30,17,17,0,2.4751763343811035,16.996240234375026,86.07065402604641
89,89,2014,1,4,17,30,0,0,0,2.34122085571289,16.563867187500026,98.08722762379264
90,90,2014,1,4,18,30,0,0,0,2.2110204696655282,16.408471679687526,110.64628720623112
91,91,2014,1,4,19,30,0,0,0,2.1903467178344727,16.235711669921898,123.56084076883486
92,92,2014,1,4,20,30,0,0,0,2.3007619380950928,16.015161132812526,136.69505987751214
93,93,2014,1,4,21,30,0,0,0,2.4485440254211426,15.819512939453151,149.9234315731646
94,94,2014,1,4,22,30,0,0,0,2.554802894592285,15.673089599609401,163.0129926324185
95,95,2014,1,4,23,30,0,0,0,2.588693618774414,15.596612548828151,174.01702213315963
96,96,2014,1,5,0,30,0,0,0,2.5905864238739014,15.593743896484401,167.76740326074213
97,97,2014,1,5,1,30,0,0,0,2.619518756866455,15.623559570312526,154.92691499558637
98,98,2014,1,5,2,30,0,0,0,2.670215845108032,15.635339355468776,141.7054889535103
99,99,2014,1,5,3,30,0,0,0,2.7303433418273926,15.603601074218776,128.51573158267382
100,100,2014,1,5,4,30,0,0,0,2.8486750125885014,15.502862548828151,115.49832764965707
101,101,2014,1,5,5,30,0,0,0,3.0552568435668945,15.343988037109401,102.77896678035002
102,102,2014,1,5,6,30,0,0,0,3.3190364837646484,15.408929443359401,90.51574343988158
103,103,2014,1,5,7,30,116,67,255,3.482410192489624,16.173425292968773,78.96761033444982
104,104,2014,1,5,8,30,191,154,100,3.5949044227600098,17.678643798828148,68.49944462249104
105,105,2014,1,5,9,30,420,176,482,4.003146171569823,19.865625000000023,59.70598339636579
106,106,2014,1,5,10,30,627,90,900,4.568410873413086,22.017755126953148,53.43403474052473
