,Unnamed: 0,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,0,2014,1,1,0,30,0,0,0,2.693457841873169,10.646813964843775,170.8624716742649
1,1,2014,1,1,1,30,0,0,0,2.8572144508361816,10.25945434570315,165.18346363178904
2,2,2014,1,1,2,30,0,0,0,2.924245357513428,9.915307617187525,153.43781618824812
3,3,2014,1,1,3,30,0,0,0,2.9122204780578613,9.6163269042969,140.8348888681511
4,4,2014,1,1,4,30,0,0,0,2.85513687133789,9.348901367187525,128.13357047540057
5,5,2014,1,1,5,30,0,0,0,2.821324348449707,9.099938964843775,115.57535105043749
6,6,2014,1,1,6,30,0,0,0,2.8831472396850586,8.92864379882815,103.33135972682652
7,7,2014,1,1,7,30,0,0,0,3.01126480102539,9.8799987792969,91.59560499560722
8,8,2014,1,1,8,30,137,41,594,2.940738677978516,12.340905761718776,80.63492428835389
9,9,2014,1,1,9,30,324,60,804,2.525198221206665,15.341058349609401,70.84587852550759
10,10,2014,1,1,10,30,481,71,896,2.295217275619507,18.666711425781273,62.80125918856464
11,11,2014,1,1,11,30,586,77,939,2.3016510009765625,21.24474487304689,57.259092785042476
12,12,2014,1,1,12,30,627,80,954,2.3055419921875,22.382073974609398,54.99189553824245
13,13,2014,1,1,13,30,602,78,945,2.4793121814727783,22.599816894531273,56.39982531476962
14,14,2014,1,1,14,30,512,73,910,2.743896484375,21.940606689453148,61.227819911332254
15,15,2014,1,1,15,30,366,64,833,2.922260284423828,20.28038940429689,68.75218945560819
16,16,2014,1,1,16,30,183,47,665,3.102954387664795,17.484429931640648,78.18696241534866
17,17,2014,1,1,17,30,14,11,165,3.360769033432007,15.116632080078151,88.90821119556111
18,18,2014,1,1,18,30,0,0,0,3.5429582595825195,13.917352294921901,100.49151594334684
19,19,2014,1,1,19,30,0,0,0,3.578764677047728,13.051995849609401,112.63454989032499
20,20,2014,1,1,20,30,0,0,0,3.532938241958618,12.441522216796901,125.13322922245831
21,21,2014,1,1,21,30,0,0,0,3.5321264266967773,11.996728515625026,137.8155851890937
22,22,2014,1,1,22,30,0,0,0,3.5837292671203613,11.669458007812526,150.47017451189387
23,23,2014,1,1,23,30,0,0,0,3.6380605697631836,11.435418701171901,162.5574591089411
24,24,2014,1,2,0,30,0,0,0,3.672172069549561,11.282922363281276,170.75970622640781
25,25,2014,1,2,1,30,0,0,0,3.7669599056243896,11.226342773437525,165.20888589555162
26,26,2014,1,2,2,30,0,0,0,3.951598644256592,11.253717041015651,153.49612310124442
27,27,2014,1,2,3,30,0,0,0,4.114812850952148,11.269281005859401,140.89967699547594
28,28,2014,1,2,4,30,0,0,0,4.186173439025879,11.212243652343776,128.19715743554923
29,29,2014,1,2,5,30,0,0,0,4.169215202331543,11.082971191406276,115.6338194411244
30,30,2014,1,2,6,30,0,0,0,4.084039211273193,11.003381347656276,103.38160890670576
31,31,2014,1,2,7,30,0,0,0,3.907029151916504,12.116326904296901,91.63435876083008
32,32,2014,1,2,8,30,138,41,599,3.4943017959594727,14.723565673828151,80.65819981564938
33,33,2014,1,2,9,30,326,61,809,2.8664155006408687,17.690484619140648,70.84866523087999
34,34,2014,1,2,10,30,484,72,900,2.324173212051392,20.850396728515648,62.77779716813257
35,35,2014,1,2,11,30,589,78,943,1.926074743270874,24.113793945312523,57.20447778054682
36,36,2014,1,2,12,30,630,80,957,1.6373494863510132,26.169183349609398,54.905370376480036
37,37,2014,1,2,13,30,605,78,948,1.5419424772262567,26.542199707031273,56.28702513790318
38,38,2014,1,2,14,30,515,73,913,1.6340739727020264,25.804681396484398,61.09822086429172
39,39,2014,1,2,15,30,369,64,837,2.0060777664184566,23.83236083984377,68.61435637224761
40,40,2014,1,2,16,30,186,47,671,2.6934032440185547,20.664453125000023,78.04644908609248
41,41,2014,1,2,17,30,16,12,179,3.3438720703125,18.057336425781273,88.76809902804749
42,42,2014,1,2,18,30,0,0,0,3.667386531829834,16.721551513671898,100.35281710764784
43,43,2014,1,2,19,30,0,0,0,3.72121524810791,15.769097900390651,112.49778427200305
44,44,2014,1,2,20,30,0,0,0,3.639871835708618,15.076135253906276,124.99809959965557
45,45,2014,1,2,21,30,0,0,0,3.5025956630706787,14.574243164062526,137.68110104222535
46,46,2014,1,2,22,30,0,0,0,3.3182015419006348,14.187036132812526,150.3341970879056
47,47,2014,1,2,23,30,0,0,0,3.0825595855712886,13.846887207031276,162.41650270408178
48,48,2014,1,3,0,30,0,0,0,2.805926561355591,13.513970947265651,170.64885515325852
49,49,2014,1,3,1,30,0,0,0,2.499928474426269,13.246301269531276,165.22722393864194
50,50,2014,1,3,2,30,0,0,0,2.104938268661499,13.089318847656276,153.54944973740209
51,51,2014,1,3,3,30,0,0,0,1.631460428237915,12.921594238281276,140.96006699024272
52,52,2014,1,3,4,30,0,0,0,1.289172649383545,12.656152343750026,128.25641196130331
53,53,2014,1,3,5,30,0,0,0,1.208815097808838,12.317437744140651,115.68778401988213
54,54,2014,1,3,6,30,0,0,0,1.29996657371521,12.027703857421901,103.42703704611624
55,55,2014,1,3,7,30,0,0,0,1.391656517982483,13.051019287109401,91.66786299208796
56,56,2014,1,3,8,30,138,41,600,1.3844001293182373,15.850183105468776,80.67570234618078
57,57,2014,1,3,9,30,327,60,811,1.2262194156646729,18.83678588867189,70.8450973078125
58,58,2014,1,3,10,30,485,71,902,0.7889496684074402,22.024835205078148,62.74740631136135
59,59,2014,1,3,11,30,590,77,944,0.35276925563812256,24.813256835937523,57.14251750380666
60,60,2014,1,3,12,30,632,80,958,0.3409254550933838,26.002404785156273,54.81145714888172
61,61,2014,1,3,13,30,606,78,947,0.5159372687339783,26.077600097656273,56.167299373534576
62,62,2014,1,3,14,30,516,73,911,0.671080470085144,25.206994628906273,60.96255102916117
63,63,2014,1,3,15,30,370,64,834,0.9638253450393676,23.136773681640648,68.47144369513285
64,64,2014,1,3,16,30,187,47,669,1.3672995567321775,20.261987304687523,77.90178828130563
65,65,2014,1,3,17,30,17,12,186,1.6846368312835691,18.120172119140648,88.62460962256205
66,66,2014,1,3,18,30,0,0,0,1.8434240818023682,16.973748779296898,100.21141288917109
67,67,2014,1,3,19,30,0,0,0,1.9208531379699707,16.077081298828148,112.35879757882635
68,68,2014,1,3,20,30,0,0,0,1.9992010593414309,15.331384277343776,124.8610697739664
69,69,2014,1,3,21,30,0,0,0,2.2283172607421875,14.893884277343776,137.54482656940687
70,70,2014,1,3,22,30,0,0,0,2.438382625579834,14.717187500000026,150.19616944322382
71,71,2014,1,3,23,30,0,0,0,2.25151801109314,14.517602539062526,162.27228228920785
72,72,2014,1,4,0,30,0,0,0,1.8703023195266724,14.302697753906276,170.53007902307198
73,73,2014,1,4,1,30,0,0,0,1.5847597122192385,14.142175292968776,165.23829004946057
74,74,2014,1,4,2,30,0,0,0,1.356683611869812,14.030969238281276,153.5976359041881
75,75,2014,1,4,3,30,0,0,0,1.165673017501831,13.978875732421901,141.01592845497058
76,76,2014,1,4,4,30,0,0,0,1.0089010000228882,13.956140136718776,128.31122435468953
77,77,2014,1,4,5,30,0,0,0,0.9791003465652466,13.967767333984401,115.73715219378292
78,78,2014,1,4,6,30,0,0,0,1.1315786838531494,14.007043457031276,103.46756775073128
79,79,2014,1,4,7,30,0,0,0,1.3902437686920166,14.644708251953151,91.69605800259785
