,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2014,1,1,0,30,0,0,0,3.1165213584899902,10.60039672851565,174.22501943708676
1,2014,1,1,1,30,0,0,0,3.114391326904297,10.308435058593775,171.5608104263556
2,2014,1,1,2,30,0,0,0,2.9432668685913086,9.960473632812525,157.7891430532435
3,2014,1,1,3,30,0,0,0,2.593470573425293,9.507470703125025,144.00973279748027
4,2014,1,1,4,30,0,0,0,2.265869617462158,8.9433532714844,130.3209288231683
5,2014,1,1,5,30,0,0,0,1.969804763793945,8.285607910156273,116.78771292768955
6,2014,1,1,6,30,0,0,0,1.6444101333618164,7.818170166015648,103.49389546235844
7,2014,1,1,7,30,0,0,0,1.2516887187957764,9.1077819824219,90.55870566160992
8,2014,1,1,8,30,117,79,186,1.1204850673675537,12.14519653320315,78.19249989005671
9,2014,1,1,9,30,94,94,0,1.43607759475708,14.989465332031275,66.70878717325711
10,2014,1,1,10,30,381,271,201,1.8214571475982664,17.013513183593773,56.66501488099879
11,2014,1,1,11,30,148,145,5,2.1039297580718994,18.480340576171894,48.96582398738746
12,2014,1,1,12,30,538,370,236,2.359980344772339,19.402062988281273,44.84270382449
13,2014,1,1,13,30,463,367,136,2.567172050476074,19.570214843750023,45.28649403152057
14,2014,1,1,14,30,514,308,322,2.6470928192138667,19.022210693359398,50.17599783452582
15,2014,1,1,15,30,408,233,334,2.5781264305114746,17.816033935546898,58.40233133542942
16,2014,1,1,16,30,283,130,421,2.317615509033203,16.249475097656273,68.77361819693293
17,2014,1,1,17,30,86,66,123,1.8907101154327397,14.92192993164065,80.45811442960924
18,2014,1,1,18,30,0,0,0,1.4237995147705078,14.20977172851565,92.95562429573401
19,2014,1,1,19,30,0,0,0,0.9422101974487304,13.760217285156275,105.96821829684716
20,2014,1,1,20,30,0,0,0,0.5237358212471008,13.22283325195315,119.31717929611118
21,2014,1,1,21,30,0,0,0,0.26651060581207275,12.698144531250026,132.88808146426157
22,2014,1,1,22,30,0,0,0,0.2635893821716309,12.1829772949219,146.6025014634924
23,2014,1,1,23,30,0,0,0,0.5285272598266602,11.691735839843775,160.3973028078097
24,2014,1,2,0,30,0,0,0,0.9171302318572998,11.23125610351565,174.1402268909616
25,2014,1,2,1,30,0,0,0,1.3332589864730835,10.69634399414065,171.67993151079858
26,2014,1,2,2,30,0,0,0,1.6983366012573242,10.101464843750025,157.8955070098387
27,2014,1,2,3,30,0,0,0,1.9904814958572388,9.5904479980469,144.108726873269
28,2014,1,2,4,30,0,0,0,2.234473705291748,9.254663085937525,130.4129123300409
29,2014,1,2,5,30,0,0,0,2.4453978538513184,9.0568786621094,116.87201141407301
30,2014,1,2,6,30,0,0,0,2.6086483001708984,9.0757995605469,103.5691512710968
