,Unnamed: 0,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,0,2014,1,1,0,30,0,0,0,2.438755512237549,17.083856201171898,175.59315927683758
1,1,2014,1,1,1,30,0,0,0,2.660885810852051,16.657586669921898,162.2805154055657
2,2,2014,1,1,2,30,0,0,0,2.8458042144775386,16.212060546875026,148.69832154152638
3,3,2014,1,1,3,30,0,0,0,2.954076051712036,15.725885009765651,135.18433720834142
4,4,2014,1,1,4,30,0,0,0,2.989318609237672,15.287072753906276,121.8189725810559
5,5,2014,1,1,5,30,0,0,0,2.9447884559631348,15.116479492187526,108.68846066781948
6,6,2014,1,1,6,30,0,0,0,2.797501564025879,15.734124755859401,95.91284387537847
7,7,2014,1,1,7,30,79,30,439,2.4546704292297363,17.584008789062526,83.67315443729626
8,8,2014,1,1,8,30,198,117,266,1.839674472808838,20.350640869140648,72.26294757488044
9,9,2014,1,1,9,30,255,208,101,1.198598861694336,23.187768554687523,62.151570407730205
10,10,2014,1,1,10,30,406,276,222,0.8596527576446533,25.076623535156273,54.08529001347337
11,11,2014,1,1,11,30,688,79,930,0.8521151542663574,25.889062500000023,49.09167464766083
12,12,2014,1,1,12,30,703,79,934,1.0121757984161377,26.104058837890648,48.141431550780624
13,13,2014,1,1,13,30,648,77,916,1.1962785720825195,25.821435546875023,51.45991434369078
14,14,2014,1,1,14,30,530,71,873,1.3401319980621338,25.083673095703148,58.32061630838705
15,15,2014,1,1,15,30,360,61,785,1.4583766460418701,23.96959838867189,67.64951224310944
16,16,2014,1,1,16,30,161,44,593,1.5234375,22.203607177734398,78.56536337882805
17,17,2014,1,1,17,30,0,0,0,1.3521934747695925,20.569329833984398,90.4832626467839
18,18,2014,1,1,18,30,0,0,0,0.8536192774772644,20.150842285156273,103.05813047301213
19,19,2014,1,1,19,30,0,0,0,0.3528269827365875,20.112939453125023,116.05274886711108
20,20,2014,1,1,20,30,0,0,0,0.3565208613872528,19.783532714843773,129.32920823985108
21,21,2014,1,1,21,30,0,0,0,0.6411353349685669,19.393548583984398,142.7891535070734
22,22,2014,1,1,22,30,0,0,0,0.8450388908386229,19.059106445312523,156.3536650105142
23,23,2014,1,1,23,30,0,0,0,1.0770297050476074,18.669976806640648,169.89692085980258
24,24,2014,1,2,0,30,0,0,0,1.3682832717895508,18.206079101562523,175.64591912273127
